date,machineId,temprature,vibration,pressure
2025-02-25 12:56:16,MACH000006,56.28,1.734,8.52
2020-04-02 06:16:19,MACH000010,63.49,2.614,8.95
2020-02-08 13:17:48,MACH000003,50.8,1.893,8.54
2021-03-02 01:14:07,MACH000009,56.28,2.268,7.8
2021-02-02 11:33:23,MACH000005,55.31,2.048,8.38
2024-06-06 21:19:25,MACH000004,56.76,1.848,8.47
2021-12-13 10:05:24,MACH000009,56.28,2.51,8.01
2025-09-14 17:22:46,MACH000010,58.11,2.259,8.12
2024-10-24 21:28:12,MACH000002,49.79,1.99,9.08
2025-06-03 12:16:14,MACH000010,59.35,2.243,9.17
2020-10-02 22:46:02,MACH000004,53.0,1.561,7.55
2022-02-12 13:16:12,MACH000006,58.57,2.148,8.07
2025-08-14 22:37:23,MACH000006,58.44,2.204,8.99
2020-09-23 03:03:40,MACH000010,51.27,1.928,6.93
2021-12-20 19:12:31,MACH000005,53.43,1.986,9.07
2024-12-12 17:41:26,MACH000010,51.29,1.686,7.75
2025-05-30 01:19:54,MACH000007,52.98,1.891,8.93
2020-12-28 03:16:02,MACH000005,58.06,2.363,8.33
2024-12-05 13:40:37,MACH000006,58.14,2.186,8.84
2020-09-28 19:23:07,MACH000001,58.26,2.295,7.19
2021-02-21 18:04:40,MACH000008,54.2,1.837,8.13
2025-11-07 06:08:52,MACH000005,47.68,1.592,7.29
2022-08-04 05:07:39,MACH000005,54.97,2.009,8.46
2024-03-18 01:22:51,MACH000010,60.39,2.168,9.03
2025-08-25 11:17:39,MACH000006,59.39,2.32,9.62
2022-05-22 20:42:05,MACH000006,51.67,1.761,8.52
2021-02-15 14:44:13,MACH000008,61.1,2.478,9.54
2025-05-09 17:07:22,MACH000004,50.99,2.023,8.61
2021-08-11 19:39:43,MACH000004,55.16,1.785,9.63
2022-11-14 10:54:19,MACH000003,51.67,1.68,8.64
2025-12-17 04:51:36,MACH000009,64.38,2.764,9.58
2020-09-30 13:53:42,MACH000008,54.87,2.106,8.1
2024-05-01 04:49:01,MACH000005,49.47,1.822,9.0
2023-01-05 04:48:00,MACH000008,60.22,2.502,8.43
2025-07-03 01:01:44,MACH000006,49.87,1.68,8.46
2023-02-01 22:22:18,MACH000005,53.49,2.16,8.49
2020-01-26 20:50:00,MACH000009,60.12,2.367,7.86
2020-10-01 03:22:27,MACH000009,53.53,2.421,9.12
2025-06-14 20:00:12,MACH000008,56.5,1.946,7.52
2020-12-11 14:12:54,MACH000010,50.98,1.399,8.38
2025-05-25 07:16:21,MACH000003,62.72,2.601,9.07
2021-06-18 06:01:43,MACH000009,49.77,1.935,8.39
2024-08-21 14:15:54,MACH000006,52.62,2.034,8.6
2025-10-09 06:17:44,MACH000009,53.97,2.063,9.07
2024-09-16 08:43:16,MACH000001,48.63,1.524,8.8
2020-09-02 08:54:56,MACH000001,55.74,2.045,8.98
2022-08-22 23:48:57,MACH000006,59.87,2.448,7.85
2023-06-02 11:34:03,MACH000004,61.78,2.623,7.79
2020-09-25 22:01:50,MACH000005,57.31,2.086,8.73
2025-11-22 00:13:46,MACH000005,51.6,1.948,9.3
2021-06-16 01:05:57,MACH000003,49.06,1.5,8.72
2024-04-03 03:40:15,MACH000009,67.01,2.497,7.92
2022-07-23 02:05:19,MACH000001,59.59,1.983,7.7
2022-02-10 10:50:16,MACH000006,61.22,2.118,7.28
2023-12-04 10:53:39,MACH000002,56.24,2.406,7.92
2020-04-28 22:03:41,MACH000002,59.78,2.048,8.9
2024-08-31 04:07:12,MACH000009,54.32,1.616,7.74
2020-07-13 15:16:09,MACH000010,49.98,2.077,9.45
2023-05-25 03:17:07,MACH000002,49.97,1.612,8.68
2020-03-29 14:21:49,MACH000009,54.75,1.804,8.69
2021-03-13 15:54:14,MACH000008,55.67,2.284,8.82
2023-05-16 08:27:46,MACH000007,55.91,2.041,9.34
2023-02-21 15:46:44,MACH000008,49.59,1.545,9.32
2024-09-27 22:19:28,MACH000009,56.04,2.002,9.66
2025-01-07 15:50:40,MACH000010,43.58,1.058,9.25
2022-04-14 04:31:54,MACH000009,55.92,1.924,9.22
2025-04-28 09:57:21,MACH000003,51.64,1.757,8.25
2020-05-13 04:11:45,MACH000010,53.23,2.157,8.61
2024-11-26 09:50:19,MACH000001,60.7,2.079,8.7
2024-06-30 23:03:50,MACH000008,55.72,2.158,8.78
2023-11-25 00:33:40,MACH000010,54.24,2.056,9.04
2024-06-07 03:00:47,MACH000004,55.55,1.995,9.04
2024-07-11 15:44:32,MACH000005,60.08,2.084,7.9
2021-04-09 20:35:12,MACH000006,59.11,1.873,8.72
2022-09-15 23:30:09,MACH000006,63.06,2.489,7.74
2024-03-17 18:23:48,MACH000007,50.99,1.482,8.21
2021-05-26 04:17:29,MACH000010,53.79,1.725,8.54
2024-02-10 02:05:42,MACH000003,58.85,2.088,8.7
2022-07-01 08:22:14,MACH000002,59.58,2.351,7.83
2021-07-31 14:44:26,MACH000009,56.29,2.304,8.07
2025-07-17 00:29:50,MACH000002,59.05,2.255,7.34
2024-06-18 12:40:36,MACH000009,54.59,2.11,9.06
2020-12-29 04:11:31,MACH000010,52.86,1.87,8.08
2021-02-28 00:20:21,MACH000004,55.86,2.13,8.4
2023-03-30 07:40:05,MACH000001,51.48,1.767,8.35
2024-11-13 08:51:22,MACH000003,56.15,1.866,8.36
2020-07-14 10:54:54,MACH000010,53.81,2.036,8.42
2023-10-13 10:29:03,MACH000002,48.7,1.414,6.76
2023-02-07 12:26:08,MACH000004,58.58,2.514,7.65
2023-07-02 10:13:28,MACH000002,55.72,2.003,8.7
2021-02-15 14:30:19,MACH000010,54.25,2.057,8.2
2021-02-11 13:31:38,MACH000006,57.34,1.701,9.27
2021-02-17 05:34:07,MACH000010,57.8,2.474,8.69
2025-07-19 22:38:20,MACH000001,58.57,1.904,8.39
2023-11-12 10:06:11,MACH000005,51.97,1.705,7.55
2021-10-31 01:06:03,MACH000009,50.67,1.644,8.32
2024-06-15 13:35:31,MACH000001,51.56,1.717,7.76
2022-04-04 14:02:58,MACH000004,65.53,2.787,8.68
2023-03-21 14:59:37,MACH000002,51.11,1.798,8.8
2021-08-24 03:34:26,MACH000002,59.28,2.143,7.73
2025-04-22 11:46:26,MACH000005,50.65,1.48,8.75
2024-12-02 19:42:11,MACH000002,50.28,1.605,8.48
2022-09-29 19:05:03,MACH000005,48.47,1.684,8.86
2024-08-01 01:41:26,MACH000001,49.2,1.447,7.77
2020-05-30 06:53:28,MACH000005,53.82,2.227,8.91
2020-06-19 21:22:40,MACH000003,55.87,1.712,8.95
2023-01-27 01:28:07,MACH000002,56.58,2.139,8.57
2021-08-06 08:49:03,MACH000004,56.64,2.056,9.42
2022-06-01 10:10:46,MACH000001,57.51,2.345,8.73
2023-06-07 04:49:43,MACH000003,53.59,1.89,8.51
2021-09-14 10:03:44,MACH000001,46.26,1.515,9.25
2023-11-21 00:59:07,MACH000008,54.53,1.83,8.23
2022-12-08 07:56:33,MACH000005,52.35,1.906,8.06
2025-08-22 09:21:34,MACH000001,57.53,2.134,8.88
2020-04-26 06:57:33,MACH000002,58.08,1.944,9.5
2021-02-15 19:40:25,MACH000009,52.19,1.942,8.52
2021-01-29 18:43:46,MACH000007,58.49,2.107,8.29
2025-08-02 14:34:46,MACH000003,54.63,1.954,9.29
2024-10-05 01:35:55,MACH000001,51.31,1.867,9.2
2020-08-22 17:48:09,MACH000002,64.28,2.451,8.08
2022-04-06 23:23:31,MACH000007,53.55,1.67,7.46
2024-01-13 22:31:23,MACH000008,57.97,2.557,8.29
2021-06-22 07:42:40,MACH000005,60.22,2.303,9.04
2024-03-01 06:31:11,MACH000004,57.21,2.09,9.55
2023-10-19 21:05:01,MACH000010,53.18,2.09,8.53
2023-01-09 08:25:47,MACH000004,53.86,2.167,8.22
2023-06-17 12:55:00,MACH000005,46.39,1.63,8.4
2021-01-14 14:30:55,MACH000007,51.3,1.903,9.15
2021-02-06 17:25:14,MACH000007,58.21,2.148,8.08
2020-03-01 00:08:22,MACH000004,54.45,1.493,7.41
2023-08-11 19:16:24,MACH000001,57.1,2.063,9.28
2023-12-06 04:51:52,MACH000005,50.21,1.381,8.3
2024-12-29 20:13:22,MACH000007,53.93,1.572,8.46
2021-10-01 03:59:14,MACH000004,56.64,2.3,9.15
2025-03-26 15:24:31,MACH000007,54.75,1.717,8.77
2024-08-25 03:49:35,MACH000008,62.05,2.413,8.73
2023-01-04 02:33:38,MACH000002,52.65,2.017,9.08
2025-12-18 12:24:51,MACH000002,55.22,1.993,8.55
2021-08-23 19:40:07,MACH000005,55.85,2.56,7.7
2024-01-06 20:33:57,MACH000003,51.27,1.683,8.47
2024-01-25 02:54:47,MACH000004,49.86,1.809,8.53
2021-09-26 19:18:56,MACH000001,56.12,2.639,9.15
2022-04-26 15:32:39,MACH000004,58.24,2.016,7.96
2025-03-25 06:55:47,MACH000004,57.28,2.324,7.84
2022-12-11 17:28:42,MACH000004,57.89,2.208,8.06
2024-12-25 19:45:11,MACH000003,52.84,1.909,8.9
2024-10-22 19:01:55,MACH000002,51.74,1.925,8.55
2023-03-16 21:14:13,MACH000004,54.04,1.995,8.77
2025-12-26 16:01:43,MACH000008,60.3,2.611,7.92
2025-12-23 17:24:35,MACH000003,57.81,2.275,8.43
2022-06-23 01:29:33,MACH000006,49.9,1.663,7.9
2021-04-02 04:30:26,MACH000002,57.09,2.333,8.73
2025-04-21 06:51:41,MACH000001,65.08,2.596,7.93
2020-05-10 21:49:12,MACH000007,59.71,2.356,9.21
2025-03-28 22:23:30,MACH000006,52.32,1.67,8.04
2024-12-02 17:08:40,MACH000010,90.9602472728332,6.150640080794022,7.98
2020-09-08 14:42:36,MACH000004,55.81,2.201,9.51
2024-08-13 05:18:09,MACH000007,52.5,1.515,8.17
2024-11-15 00:40:31,MACH000006,56.66,1.946,8.46
2020-08-06 11:40:37,MACH000002,60.27,1.715,9.07
2021-06-27 01:00:18,MACH000004,52.19,1.645,9.87
2023-09-02 06:01:51,MACH000009,56.59,2.087,9.29
2025-01-01 19:29:44,MACH000008,51.71,1.667,8.22
2023-05-11 19:27:28,MACH000006,50.44,1.965,8.51
2022-06-17 12:44:51,MACH000001,52.04,1.797,8.93
2021-10-03 05:56:36,MACH000007,51.51,1.78,8.65
2023-05-09 12:11:43,MACH000001,55.38,1.922,8.94
2024-12-30 12:43:50,MACH000008,51.83,1.724,7.53
2024-07-20 07:22:42,MACH000003,61.63,2.157,8.92
2024-06-09 04:41:52,MACH000009,51.84,1.847,8.33
2020-10-15 17:55:44,MACH000005,55.75,1.925,8.4
2025-10-15 16:28:31,MACH000006,60.75,2.282,9.37
2024-03-29 16:56:43,MACH000004,53.76,1.629,9.71
2021-03-14 03:36:26,MACH000006,56.33,2.227,8.27
2021-07-17 08:20:37,MACH000009,62.27,2.931,9.14
2022-01-25 17:08:06,MACH000007,56.49,2.082,9.24
2020-01-23 22:58:29,MACH000002,49.88,1.433,7.33
2023-09-22 14:41:33,MACH000006,57.53,2.192,7.75
2024-10-31 05:44:05,MACH000009,62.53,2.462,7.46
2025-08-19 15:36:05,MACH000008,52.37,1.707,8.73
2022-06-18 15:25:32,MACH000001,60.41,2.485,9.21
2022-04-27 09:19:49,MACH000005,57.41,2.42,8.75
2024-03-25 22:17:43,MACH000006,54.43,2.142,7.95
2020-11-01 03:40:10,MACH000009,56.64,1.865,8.97
2025-02-11 00:47:16,MACH000004,48.81,1.823,8.72
2020-05-11 02:10:37,MACH000001,51.81,1.533,8.97
2022-09-26 08:14:24,MACH000006,55.44,1.622,8.73
2021-12-17 00:30:19,MACH000009,55.37,1.917,8.81
2025-12-23 11:26:38,MACH000006,55.56,2.089,7.76
2021-01-19 21:44:36,MACH000007,57.56,2.029,8.19
2025-10-22 21:30:35,MACH000010,58.96,2.213,8.38
2024-10-03 11:30:04,MACH000004,53.27,1.848,9.07
2024-03-09 16:51:30,MACH000002,50.76,1.722,8.2
2021-04-17 10:57:07,MACH000003,55.56,2.22,8.83
2023-04-23 18:04:18,MACH000001,51.07,1.779,9.04
2022-07-11 07:48:15,MACH000002,87.48391240351887,5.7293976572601695,8.19
2022-10-14 16:24:16,MACH000007,60.63,2.299,8.71
2025-12-07 13:19:59,MACH000009,49.96,1.472,7.59
2020-05-27 01:43:55,MACH000009,55.41,2.143,8.5
2024-05-31 19:48:45,MACH000009,57.64,2.428,8.89
2022-03-27 16:03:40,MACH000001,51.05,1.832,7.37
2024-01-09 10:51:25,MACH000007,56.76,2.171,9.27
2025-06-04 16:04:04,MACH000007,61.8,2.106,8.76
2021-02-26 05:45:41,MACH000009,54.03,1.793,7.85
2022-02-07 08:27:20,MACH000009,58.08,2.283,8.41
2022-02-13 01:55:48,MACH000001,58.79,2.585,8.62
2022-06-26 05:27:56,MACH000010,58.8,2.473,8.19
2023-12-20 07:03:16,MACH000005,60.11,2.334,8.63
2021-05-01 18:52:14,MACH000002,54.42,1.753,8.33
2023-07-22 10:20:18,MACH000006,64.13,3.017,8.93
2025-10-30 04:04:11,MACH000002,56.86,1.84,8.64
2025-07-06 17:39:44,MACH000006,55.33,2.217,8.47
2021-09-30 14:10:59,MACH000007,54.2,2.222,7.96
2021-05-16 23:03:48,MACH000006,57.82,2.556,8.7
2020-06-18 13:31:11,MACH000001,56.05,2.526,7.59
2025-04-04 15:20:54,MACH000004,53.8,2.017,8.37
2022-07-07 09:21:36,MACH000003,53.61,1.989,8.79
2020-08-07 19:39:43,MACH000005,46.38,1.159,8.44
2022-09-05 20:49:45,MACH000007,53.93,2.105,7.81
2024-04-25 11:15:01,MACH000003,58.92,2.209,7.49
2021-02-28 00:26:33,MACH000001,58.39,2.372,8.29
2021-01-10 20:49:43,MACH000009,53.7,2.115,8.68
2021-01-28 12:18:53,MACH000006,57.68,2.205,8.89
2024-09-19 18:40:23,MACH000006,50.53,1.428,8.38
2022-11-30 17:31:29,MACH000004,54.43,2.4,7.69
2022-01-19 19:55:45,MACH000001,52.87,1.766,8.53
2020-07-25 23:25:50,MACH000009,51.81,1.755,8.3
2022-06-30 04:07:54,MACH000010,63.0,2.659,8.36
2020-04-27 23:10:57,MACH000007,59.31,2.192,8.88
2021-05-14 15:01:45,MACH000010,53.02,1.878,7.9
2024-12-03 00:14:31,MACH000007,55.2,1.891,8.87
2021-04-18 00:43:12,MACH000007,43.97,1.455,8.89
2021-07-31 16:47:04,MACH000007,59.69,2.325,8.78
2022-01-14 20:42:18,MACH000008,55.94,2.458,7.67
2022-11-30 08:19:01,MACH000008,55.63,2.196,7.98
2025-12-06 23:06:04,MACH000003,60.01,2.278,7.7
2020-11-04 13:10:09,MACH000008,58.87,2.142,8.74
2025-03-15 22:45:32,MACH000004,60.65,2.53,9.63
2022-08-07 04:14:51,MACH000007,48.11,1.134,8.59
2021-07-17 20:00:57,MACH000005,56.8,1.853,7.66
2020-09-14 17:46:46,MACH000004,55.18,1.786,9.1
2020-03-16 09:00:40,MACH000004,51.33,1.424,7.41
2020-05-23 21:09:55,MACH000006,58.82,2.109,8.53
2020-12-02 17:38:27,MACH000002,55.37,1.696,8.53
2023-05-25 23:07:44,MACH000005,58.99,2.085,8.93
2021-02-23 14:24:07,MACH000008,56.2,2.214,8.37
2021-12-20 03:39:43,MACH000002,53.77,2.189,8.1
2022-12-18 21:06:53,MACH000005,51.7,1.761,7.98
2022-01-15 22:03:55,MACH000007,55.21,2.293,8.67
2021-07-31 11:48:02,MACH000005,53.89,1.905,9.05
2023-06-21 08:54:46,MACH000010,45.21,1.771,7.99
2023-10-04 20:05:34,MACH000009,51.17,1.803,9.43
2020-01-29 23:29:31,MACH000009,50.86,1.554,7.56
2022-03-24 12:04:49,MACH000008,56.59,2.097,8.01
2024-04-13 23:24:49,MACH000009,52.21,1.702,8.37
2020-02-18 10:10:39,MACH000002,54.72,1.942,7.71
2022-02-23 10:26:30,MACH000003,54.42,1.843,9.06
2024-11-21 16:48:21,MACH000004,53.97,2.066,8.73
2022-02-17 02:21:38,MACH000005,49.24,1.807,9.69
2023-10-28 18:14:48,MACH000010,52.25,1.564,8.14
2024-02-02 09:02:49,MACH000002,58.91,2.04,7.75
2025-10-20 21:01:50,MACH000010,59.75,2.51,8.36
2024-12-21 11:24:44,MACH000004,53.67,1.973,8.37
2023-08-07 00:23:49,MACH000004,50.8,1.581,8.19
2023-11-09 10:53:45,MACH000005,51.51,1.693,9.57
2024-02-25 04:13:09,MACH000006,56.53,2.044,7.92
2020-01-13 11:53:20,MACH000001,58.26,2.352,9.59
2025-01-30 14:07:47,MACH000006,51.7,1.566,8.47
2025-04-14 11:38:17,MACH000009,59.37,2.423,9.33
2021-05-17 02:26:13,MACH000003,53.85,2.039,8.21
2025-01-17 09:03:38,MACH000002,52.82,1.654,9.17
2020-04-12 10:17:31,MACH000008,49.24,1.44,7.92
2021-12-04 11:05:08,MACH000002,53.64,1.838,9.39
2023-01-10 17:14:08,MACH000008,54.3,1.901,8.65
2022-02-02 23:55:51,MACH000010,53.15,1.803,8.26
2022-09-20 21:14:28,MACH000004,60.81,2.283,7.78
2022-12-06 21:42:19,MACH000009,55.03,1.624,8.98
2023-11-08 20:17:47,MACH000004,52.83,1.944,8.14
2023-10-11 13:13:15,MACH000001,56.8,2.319,8.96
2022-09-09 12:45:26,MACH000008,59.42,2.297,7.85
2023-02-09 18:04:51,MACH000001,54.63,1.934,8.09
2024-01-07 14:24:05,MACH000005,54.91,2.34,8.76
2020-12-08 00:12:15,MACH000007,52.39,1.886,7.73
2024-04-07 15:32:03,MACH000003,60.17,2.369,8.29
2024-12-12 03:54:05,MACH000006,55.03,1.832,7.5
2025-07-12 23:35:10,MACH000001,51.2,1.598,7.97
2021-08-20 03:07:14,MACH000006,54.97,2.196,8.29
2021-09-09 21:27:18,MACH000005,57.58,1.98,9.08
2021-10-25 18:51:19,MACH000002,62.17,2.651,8.47
2025-04-02 09:15:31,MACH000004,47.74,1.574,8.76
2021-01-20 00:38:39,MACH000007,53.87,1.912,8.1
2025-03-21 11:48:28,MACH000006,53.99,1.81,7.91
2024-05-11 13:28:17,MACH000010,46.97,1.503,7.48
2022-03-21 07:04:27,MACH000006,56.84,2.052,8.14
2023-09-08 21:43:05,MACH000009,54.63,1.89,8.48
2021-06-03 19:03:57,MACH000002,52.29,1.915,7.98
2025-08-03 11:27:14,MACH000001,53.53,1.839,8.46
2023-03-30 03:26:47,MACH000002,58.1,2.045,9.25
2022-11-01 13:50:54,MACH000003,42.44,1.203,7.87
2020-03-14 03:28:27,MACH000009,60.41,2.072,6.8
2022-03-04 04:42:30,MACH000010,53.28,1.889,8.3
2020-02-12 18:39:21,MACH000009,47.23,1.547,8.42
2023-06-14 04:36:52,MACH000005,54.76,1.762,9.57
2023-06-04 03:13:56,MACH000007,58.78,2.087,7.34
2022-07-02 07:48:13,MACH000003,54.87,1.846,9.57
2023-03-13 04:52:38,MACH000010,56.54,2.141,9.64
2021-02-25 06:07:04,MACH000002,58.6,2.22,8.12
2020-02-19 16:55:39,MACH000006,59.51,2.458,8.17
2024-08-14 19:26:44,MACH000006,61.65,2.425,9.14
2025-06-22 00:51:05,MACH000005,57.29,2.203,8.18
