date,machineId,temprature,vibration,pressure
2025-09-13 03:45:24,MACH000006,61.21,2.159,7.66
2025-08-18 22:18:25,MACH000001,59.4,2.684,8.98
2025-11-20 10:54:50,MACH000005,53.58,2.423,7.8
2025-10-14 06:26:21,MACH000007,56.16,1.757,7.1
2025-03-05 10:11:32,MACH000001,53.85,2.039,8.0
2025-01-28 05:34:51,MACH000009,57.61,2.261,8.87
2025-04-25 07:05:47,MACH000009,55.66,2.09,8.35
2025-03-16 01:27:05,MACH000006,46.94,1.34,8.23
2025-08-07 20:25:17,MACH000002,59.57,2.074,7.82
2025-10-09 10:56:53,MACH000002,60.4,2.579,8.5
2025-10-07 13:36:46,MACH000009,53.1,2.244,8.49
2025-07-20 20:33:08,MACH000004,56.24,2.064,7.56
2025-12-27 11:15:13,MACH000006,59.34,1.982,7.33
2025-07-26 21:43:49,MACH000010,68.59,2.772,9.21
2025-10-26 05:04:05,MACH000002,57.11,2.027,9.69
2025-04-23 08:20:59,MACH000004,56.4,1.923,9.03
2025-03-14 23:28:01,MACH000002,58.44,2.155,8.53
2025-02-05 15:11:24,MACH000003,58.84,2.395,8.18
2025-09-28 20:54:23,MACH000002,57.13,2.298,8.43
2025-04-13 00:22:20,MACH000008,49.84,1.736,8.88
2025-10-23 03:07:15,MACH000005,55.71,2.117,8.7
2025-09-28 05:34:55,MACH000005,56.18,2.117,9.92
2025-05-21 21:01:58,MACH000008,49.12,1.518,8.92
2025-11-16 20:54:39,MACH000008,57.54,2.409,8.89
2025-07-22 06:39:59,MACH000007,50.48,1.457,8.99
2025-02-08 23:12:32,MACH000005,60.28,2.397,8.7
2025-03-04 12:32:32,MACH000007,51.8,1.877,8.39
2025-11-11 03:59:09,MACH000001,58.78,2.62,8.26
2025-02-17 14:58:50,MACH000003,52.26,1.593,8.71
2025-06-23 08:41:47,MACH000003,60.05,2.258,9.1
2025-11-14 22:37:30,MACH000002,60.54,2.15,8.64
2025-06-12 12:49:09,MACH000006,57.26,2.399,7.94
2025-05-05 00:22:14,MACH000003,52.48,1.69,7.98
2025-11-05 06:35:55,MACH000004,56.69,2.009,8.66
2025-11-20 22:38:44,MACH000003,52.08,2.12,8.68
2025-03-12 17:34:22,MACH000007,50.44,1.52,7.77
2025-04-10 08:18:19,MACH000004,52.95,1.793,7.64
2025-03-20 07:01:29,MACH000005,54.79,2.193,8.22
2025-06-24 09:51:35,MACH000007,52.45,2.159,7.99
2025-05-15 19:40:10,MACH000004,53.95,1.809,8.67
2025-10-02 08:54:11,MACH000006,52.77,2.097,8.83
2025-06-24 18:48:31,MACH000009,55.06,2.03,8.62
2025-01-20 21:56:02,MACH000006,54.09,1.883,8.46
2025-08-13 18:59:18,MACH000005,48.93,1.826,8.33
2025-09-20 05:14:21,MACH000001,54.85,1.895,8.79
2025-05-22 14:59:47,MACH000008,51.81,1.529,7.86
2025-11-05 07:22:08,MACH000005,51.38,1.38,9.8
2025-09-03 16:22:50,MACH000005,51.35,1.84,7.74
2025-04-09 07:00:20,MACH000003,55.7,2.101,8.64
2025-11-27 00:13:48,MACH000010,56.6,2.135,9.21
2025-03-25 12:10:47,MACH000002,55.51,1.85,7.81
2025-09-27 08:31:35,MACH000001,57.91,2.338,8.57
2025-03-17 10:58:03,MACH000009,55.0,2.143,9.82
2025-08-07 08:27:00,MACH000005,55.52,2.25,8.11
2025-05-28 02:55:19,MACH000010,51.58,1.764,8.22
2025-03-12 23:57:58,MACH000004,56.98,2.189,8.64
2025-12-12 20:25:32,MACH000007,54.42,1.962,7.9
2025-02-11 07:44:18,MACH000004,57.5,1.91,8.86
2025-01-24 15:33:50,MACH000002,54.61,2.036,7.75
2025-08-24 22:41:39,MACH000009,55.01,1.948,9.05
2025-04-27 18:59:38,MACH000008,51.84,1.668,7.83
2025-04-28 02:46:19,MACH000004,54.36,2.316,8.68
2025-08-21 19:23:08,MACH000008,63.13,2.15,8.92
2025-12-28 10:35:02,MACH000009,47.59,1.547,8.19
2025-06-11 09:36:19,MACH000002,53.18,1.871,8.53
2025-03-09 03:06:45,MACH000004,58.13,2.246,8.85
2025-07-11 05:46:51,MACH000006,52.14,1.711,7.84
2025-09-14 11:45:53,MACH000007,55.44,1.569,8.18
2025-01-11 03:56:33,MACH000005,54.6,1.852,7.66
2025-07-08 04:16:02,MACH000010,58.4,2.087,8.89
2025-07-03 09:33:29,MACH000010,54.02,2.216,8.3
2025-05-12 16:21:58,MACH000007,48.41,1.706,8.84
2025-12-25 01:31:14,MACH000004,61.76,2.487,9.45
2025-02-17 10:31:23,MACH000008,86.75068096483272,5.50242611932661,7.82
2025-11-23 05:12:12,MACH000003,55.63,2.22,7.96
2025-12-05 01:44:29,MACH000003,53.18,2.287,8.0
2025-07-01 12:46:59,MACH000005,55.66,1.983,9.19
2025-01-14 00:06:54,MACH000006,58.93,2.425,8.36
2025-05-13 19:05:13,MACH000003,54.42,1.93,9.11
2025-04-24 20:10:13,MACH000010,51.88,1.609,10.08
2025-06-20 03:54:08,MACH000002,49.78,1.555,7.66
2025-04-29 06:47:33,MACH000005,59.7,2.309,8.12
2025-03-30 05:24:23,MACH000010,53.24,2.072,9.05
2025-12-11 18:08:14,MACH000006,57.21,2.391,8.21
2025-05-03 08:31:26,MACH000003,57.77,1.921,7.73
2025-03-06 20:20:23,MACH000007,54.1,1.911,7.83
2025-06-14 07:54:29,MACH000003,54.69,1.9,8.0
2025-09-06 04:09:41,MACH000002,55.05,2.491,7.52
2025-04-09 22:41:32,MACH000010,58.22,2.164,8.17
2025-07-11 07:40:34,MACH000004,51.74,1.68,8.94
2025-05-22 06:25:49,MACH000003,54.19,1.925,7.84
2025-04-23 20:12:17,MACH000007,56.17,2.201,8.74
2025-09-21 08:56:07,MACH000008,56.25,2.405,8.2
2025-12-21 17:47:53,MACH000003,57.49,1.744,8.88
2025-09-11 21:03:08,MACH000006,49.68,1.595,7.51
2025-12-28 20:06:21,MACH000001,53.69,1.881,8.28
2025-05-31 21:17:09,MACH000005,56.63,2.073,9.0
2025-03-19 07:37:56,MACH000002,49.8,2.193,9.23
2025-07-23 04:15:47,MACH000001,62.03,2.371,8.62
2025-12-29 12:27:44,MACH000007,48.81,2.024,8.35
2025-07-14 22:54:32,MACH000010,50.46,1.6,8.53
2025-10-23 14:43:06,MACH000004,52.14,1.55,8.48
2025-10-13 02:30:01,MACH000005,51.69,1.928,9.11
2025-01-17 02:44:03,MACH000002,57.01,2.081,8.06
2025-10-25 18:28:17,MACH000008,55.34,1.744,7.67
2025-08-09 18:31:15,MACH000010,51.44,1.957,8.78
2025-09-17 23:46:36,MACH000003,63.3,2.749,8.48
2025-04-20 00:08:04,MACH000007,58.0,2.261,8.36
2025-11-25 18:21:37,MACH000001,56.04,2.128,9.59
2025-02-11 16:54:30,MACH000010,57.88,2.221,7.95
2025-05-21 00:32:34,MACH000001,56.6,2.232,7.32
2025-04-05 14:14:39,MACH000007,81.11559053596442,5.140142587358749,8.81
2025-09-04 11:11:10,MACH000001,57.02,1.888,8.05
2025-05-22 15:40:23,MACH000009,54.84,1.906,8.48
2025-11-24 22:34:59,MACH000009,57.68,2.178,9.57
2025-07-17 11:31:39,MACH000008,55.32,1.998,7.22
2025-02-22 12:03:06,MACH000008,53.89,2.007,8.04
2025-03-18 22:45:56,MACH000004,61.53,2.441,9.11
2025-02-15 00:06:26,MACH000004,55.33,2.059,9.28
2025-01-06 09:52:28,MACH000005,54.01,1.817,8.06
2025-10-26 21:01:46,MACH000009,51.57,1.667,8.52
2025-03-01 15:59:32,MACH000003,51.01,2.081,8.71
2025-11-04 17:56:24,MACH000004,55.17,1.938,8.67
2025-03-08 21:14:02,MACH000010,53.55,2.574,8.01
2025-06-24 06:15:59,MACH000005,52.04,1.475,8.45
2025-03-31 11:51:11,MACH000007,60.17,2.203,8.12
2025-04-30 21:05:00,MACH000005,59.17,2.354,8.78
2025-01-21 23:20:13,MACH000009,51.02,1.848,7.7
2025-10-20 16:27:29,MACH000006,53.63,1.72,8.08
2025-11-04 23:38:14,MACH000003,48.51,2.114,7.91
2025-09-24 19:09:18,MACH000006,53.03,1.754,8.61
2025-06-19 21:34:17,MACH000006,52.28,1.676,8.82
2025-04-10 09:47:19,MACH000010,54.36,1.944,8.62
2025-08-24 05:11:30,MACH000001,51.45,1.558,9.41
2025-12-13 11:04:42,MACH000007,47.91,1.412,8.42
2025-02-04 07:38:27,MACH000003,52.8,1.73,7.93
2025-05-20 19:02:50,MACH000001,60.04,2.012,8.09
2025-07-23 21:35:53,MACH000001,52.46,1.897,8.0
2025-11-13 17:36:49,MACH000005,62.76,2.24,8.32
2025-10-30 18:58:54,MACH000010,51.65,1.858,7.61
2025-01-02 17:40:25,MACH000010,55.32,1.812,8.55
2025-07-22 04:15:59,MACH000002,56.29,2.294,8.72
2025-08-09 23:58:52,MACH000002,50.83,1.894,8.61
2025-11-03 09:57:12,MACH000004,48.38,1.731,9.32
2025-02-02 16:03:46,MACH000010,59.34,2.245,9.57
2025-07-11 04:45:34,MACH000007,59.38,2.538,8.44
2025-12-21 23:55:36,MACH000008,60.57,2.402,9.15
2025-06-30 00:39:24,MACH000010,51.73,1.704,7.67
2025-05-17 00:06:46,MACH000007,56.48,1.858,9.56
2025-05-03 08:27:49,MACH000009,55.16,2.107,8.59
2025-10-14 11:58:02,MACH000007,54.61,1.791,8.74
2025-10-17 00:22:19,MACH000004,53.47,2.009,8.0
2025-02-12 07:14:50,MACH000009,58.1,2.172,8.95
2025-12-16 04:32:50,MACH000009,65.52,2.633,8.66
2025-11-30 20:20:42,MACH000003,56.11,2.234,9.11
2025-09-13 01:51:50,MACH000010,55.71,2.247,8.29
2025-06-06 03:38:06,MACH000008,52.38,1.777,8.36
2025-05-02 02:46:18,MACH000001,57.69,2.183,8.28
2025-06-12 06:05:17,MACH000002,45.17,1.64,9.18
2025-09-12 20:29:54,MACH000008,53.67,2.237,7.58
2025-02-06 14:56:12,MACH000008,56.46,2.213,9.06
2025-12-22 14:24:58,MACH000006,55.98,2.495,9.17
2025-04-21 00:22:13,MACH000008,54.62,1.748,9.52
2025-08-02 19:03:03,MACH000008,47.63,1.412,8.88
2025-04-18 10:42:28,MACH000002,60.99,1.916,7.97
2025-10-11 04:40:10,MACH000003,55.92,1.887,8.91
2025-10-08 11:35:38,MACH000007,54.91,1.771,9.58
2025-03-14 05:51:40,MACH000003,60.04,2.485,8.66
2025-01-13 15:44:02,MACH000002,59.84,2.314,8.28
2025-02-23 20:42:13,MACH000006,54.14,2.332,9.72
2025-09-12 05:34:22,MACH000002,53.96,2.037,7.56
2025-11-08 15:43:19,MACH000002,56.89,1.783,8.23
2025-02-25 23:53:13,MACH000002,59.94,2.021,9.44
2025-06-02 22:20:34,MACH000004,58.94,2.184,7.83
2025-01-19 16:54:35,MACH000007,51.14,1.694,9.31
2025-02-23 03:08:44,MACH000006,50.65,1.794,7.35
2025-11-13 06:46:05,MACH000005,51.55,1.512,8.99
2025-06-16 16:09:14,MACH000004,57.19,2.063,9.05
2025-02-07 06:30:50,MACH000002,53.46,2.131,7.79
2025-11-28 00:26:05,MACH000008,56.99,2.15,8.51
2025-12-07 17:43:57,MACH000002,49.81,1.704,7.67
2025-09-26 07:23:37,MACH000008,51.69,1.998,7.88
2025-10-25 14:00:30,MACH000010,56.96,1.994,8.51
2025-06-28 15:11:58,MACH000004,48.81,1.354,9.61
2025-10-22 11:14:17,MACH000005,62.12,2.202,9.28
2025-10-05 11:39:46,MACH000001,59.44,2.467,7.68
2025-12-19 10:47:40,MACH000002,60.54,2.237,8.96
2025-10-28 02:43:07,MACH000008,58.08,2.036,7.71
2025-10-30 21:11:54,MACH000001,47.51,1.478,9.33
2025-07-12 04:57:53,MACH000003,59.5,2.146,7.79
2025-02-25 12:43:38,MACH000002,57.91,2.123,9.12
2025-05-25 06:39:40,MACH000010,53.66,1.977,8.22
2025-12-26 06:39:57,MACH000005,53.19,1.687,7.31
2025-04-16 21:11:51,MACH000004,58.12,1.758,8.43
2025-03-25 03:10:37,MACH000004,48.66,1.491,8.16
2025-12-11 02:10:05,MACH000004,58.68,2.149,8.95
2025-05-13 18:54:05,MACH000004,52.42,2.046,7.95
2025-11-01 21:19:34,MACH000004,55.66,2.118,9.22
2025-04-26 04:16:43,MACH000006,55.8,1.901,9.76
2025-06-11 15:06:32,MACH000002,49.59,1.739,7.97
2025-12-29 01:13:34,MACH000004,48.54,1.937,8.23
2025-03-03 04:30:59,MACH000007,56.0,2.309,9.76
2025-04-21 23:32:31,MACH000007,54.8,1.898,8.76
2025-05-25 05:21:13,MACH000001,56.12,2.107,8.14
2025-02-08 12:58:23,MACH000010,50.94,1.924,8.67
2025-01-23 23:48:42,MACH000009,58.5,2.527,8.18
2025-03-02 17:15:27,MACH000007,59.85,2.272,8.39
2025-11-02 12:10:40,MACH000006,53.89,1.954,8.42
2025-02-26 03:06:44,MACH000002,50.38,1.673,8.61
2025-11-23 19:15:24,MACH000006,52.74,1.699,8.93
2025-10-26 13:39:56,MACH000005,56.17,1.99,9.24
2025-07-06 21:22:10,MACH000009,56.79,2.24,8.75
2025-03-26 04:29:04,MACH000001,62.81,2.884,8.13
2025-11-04 02:12:52,MACH000005,58.29,1.985,9.34
2025-01-16 06:17:40,MACH000003,53.99,2.173,9.2
2025-12-10 01:34:38,MACH000009,57.13,2.474,8.0
2025-06-27 05:21:45,MACH000001,56.32,2.043,8.66
2025-01-04 12:08:11,MACH000006,55.19,2.039,8.48
2025-11-05 16:59:03,MACH000003,61.65,2.405,8.27
2025-09-20 20:15:38,MACH000001,52.49,2.192,8.75
2025-06-05 09:45:04,MACH000003,57.4,1.931,9.63
2025-05-20 13:32:38,MACH000002,57.33,2.117,8.57
2025-12-06 00:40:52,MACH000010,62.27,2.544,7.92
2025-06-28 18:41:06,MACH000008,46.75,1.369,8.21
2025-08-24 13:32:34,MACH000003,59.86,1.96,7.88
2025-06-16 11:14:39,MACH000007,50.57,1.554,8.4
2025-03-17 05:43:51,MACH000010,48.88,1.373,8.97
2025-07-08 22:06:43,MACH000006,51.2,1.846,7.94
2025-01-24 21:37:38,MACH000007,49.08,1.886,7.71
2025-04-06 01:51:13,MACH000007,59.75,2.342,7.27
2025-02-05 01:41:22,MACH000010,61.46,2.159,7.67
2025-01-02 16:59:18,MACH000001,52.18,1.936,9.4
2025-01-01 21:08:05,MACH000004,54.17,1.898,9.45
2025-02-03 10:06:17,MACH000004,59.52,2.598,8.3
2025-03-19 12:14:51,MACH000005,61.68,2.335,9.25
2025-06-10 20:22:20,MACH000010,55.6,1.888,8.55
2025-07-14 12:20:04,MACH000005,53.25,2.019,8.22
2025-12-06 20:00:23,MACH000008,49.32,1.566,9.73
2025-12-15 12:00:58,MACH000004,50.21,1.726,8.4
2025-03-07 15:37:36,MACH000001,61.52,2.08,8.99
2025-10-26 14:41:54,MACH000005,50.25,1.619,8.31
2025-09-14 11:11:45,MACH000001,56.57,2.127,7.43
2025-03-16 17:54:41,MACH000003,54.03,2.014,8.45
2025-02-26 09:17:47,MACH000008,53.62,1.827,8.57
2025-06-06 04:27:38,MACH000010,48.79,1.887,7.8
2025-08-23 23:50:35,MACH000005,54.11,1.746,8.45
2025-06-19 00:23:44,MACH000007,61.53,2.531,8.07
2025-05-12 06:55:16,MACH000001,54.95,2.251,9.24
2025-04-12 07:37:38,MACH000006,57.26,2.103,8.09
2025-12-30 12:09:15,MACH000008,49.12,2.184,8.32
2025-08-07 21:20:27,MACH000006,54.55,1.76,8.29
2025-03-25 04:55:52,MACH000004,54.26,1.89,8.4
2025-03-18 14:14:03,MACH000008,54.51,1.984,7.71
2025-08-28 17:35:01,MACH000008,56.72,2.147,8.47
2025-08-12 23:50:21,MACH000006,55.98,2.15,9.43
2025-04-16 11:34:53,MACH000008,51.06,1.681,8.48
2025-12-14 22:21:19,MACH000006,52.08,1.935,9.19
2025-11-07 12:05:41,MACH000004,55.0,2.141,7.37
2025-12-09 17:33:45,MACH000006,63.49,2.323,7.18
2025-07-29 07:52:05,MACH000009,51.99,1.951,9.16
2025-10-15 02:01:49,MACH000008,53.14,1.982,8.46
2025-05-28 02:05:21,MACH000007,53.68,2.106,8.62
2025-10-20 00:38:02,MACH000005,56.32,2.033,8.48
2025-09-11 05:28:14,MACH000007,58.85,1.764,8.96
2025-10-24 19:01:13,MACH000001,56.55,1.617,7.9
2025-01-20 02:04:09,MACH000008,50.85,1.762,8.61
2025-11-24 22:54:31,MACH000005,57.52,2.02,8.85
2025-04-24 13:25:09,MACH000007,61.07,2.459,8.12
2025-08-02 21:11:40,MACH000007,55.17,1.993,8.17
2025-06-02 11:24:46,MACH000008,53.96,1.886,7.71
2025-07-28 18:11:41,MACH000007,62.01,2.561,7.93
2025-05-28 11:33:38,MACH000006,49.75,1.703,7.28
2025-08-16 05:22:49,MACH000006,55.53,1.997,8.93
2025-07-20 11:40:24,MACH000005,56.4,1.87,6.95
2025-11-04 02:23:45,MACH000005,56.18,1.897,7.58
2025-03-25 10:54:30,MACH000004,57.57,2.198,8.6
2025-02-21 17:47:10,MACH000007,50.3,1.802,8.3
2025-07-08 21:59:39,MACH000003,53.93,2.281,8.28
2025-11-11 22:56:14,MACH000005,53.48,2.05,8.83
2025-04-19 17:32:37,MACH000003,50.53,1.603,8.2
2025-11-06 16:52:04,MACH000008,49.21,1.838,8.57
2025-05-05 00:24:12,MACH000005,60.06,2.597,8.63
2025-05-29 14:50:13,MACH000010,55.65,2.177,8.56
2025-10-27 12:41:11,MACH000006,51.23,1.583,8.2
2025-07-03 16:31:09,MACH000001,51.25,2.161,8.57
2025-07-29 18:37:22,MACH000004,54.86,2.449,9.41
2025-09-08 03:36:47,MACH000009,58.64,1.769,8.51
2025-03-06 20:46:41,MACH000005,51.47,1.767,8.0
2025-08-14 05:58:47,MACH000001,57.23,1.994,9.09
2025-08-08 23:06:56,MACH000004,60.78,2.668,9.66
2025-08-19 12:46:09,MACH000006,57.17,2.183,7.92
2025-04-27 00:13:29,MACH000007,51.78,1.712,9.05
2025-03-05 08:40:48,MACH000007,54.56,1.861,7.87
2025-08-01 20:37:35,MACH000008,53.8,1.735,9.24
2025-12-04 21:49:08,MACH000005,53.1,2.482,8.44
2025-07-03 06:25:27,MACH000006,54.91,2.002,9.61
2025-11-23 11:43:29,MACH000002,52.93,1.805,8.51
2025-08-13 23:03:15,MACH000010,51.24,1.407,9.41
2025-07-11 21:35:31,MACH000002,56.85,2.204,8.17
2025-04-14 06:06:34,MACH000003,58.77,1.997,7.63
2025-10-14 13:55:38,MACH000004,59.13,2.379,8.56
2025-04-16 10:06:30,MACH000006,50.91,1.644,9.42
2025-07-02 02:52:00,MACH000006,59.03,2.549,8.42
2025-08-31 06:52:08,MACH000003,61.37,2.228,9.7
2025-02-03 03:24:34,MACH000001,50.8,1.721,8.66
2025-11-23 20:41:09,MACH000003,51.43,1.985,9.96
2025-08-05 05:03:37,MACH000004,49.97,1.88,8.45
2025-09-12 21:54:05,MACH000009,50.61,1.829,9.09
2025-03-27 17:29:56,MACH000010,60.72,2.438,9.09
2025-06-26 10:24:03,MACH000008,51.38,1.72,8.31
2025-09-17 08:12:08,MACH000004,57.86,1.973,8.99
2025-10-15 06:16:26,MACH000007,48.83,1.615,8.51
2025-01-11 03:05:31,MACH000009,49.55,1.613,9.25
2025-06-03 12:59:09,MACH000002,51.81,1.897,8.73
2025-08-02 12:02:00,MACH000003,57.33,2.255,7.97
2025-04-11 02:12:48,MACH000001,54.21,1.918,8.44
2025-11-10 10:48:06,MACH000008,54.72,2.135,8.21
2025-03-09 16:18:33,MACH000002,51.85,1.833,8.28
2025-05-04 00:48:24,MACH000007,52.81,1.94,8.06
2025-04-21 21:08:04,MACH000007,50.42,1.72,7.84
2025-02-06 22:09:19,MACH000003,57.74,2.278,8.23
2025-01-17 18:40:48,MACH000002,56.39,2.06,9.47
2025-07-08 05:49:11,MACH000003,53.79,1.82,8.15
2025-07-26 05:05:08,MACH000008,53.66,2.038,9.1
2025-09-10 06:49:25,MACH000009,56.08,2.025,9.26
2025-05-27 07:02:14,MACH000008,58.8,2.279,8.56
2025-03-21 07:10:33,MACH000002,52.44,1.918,9.27
2025-09-30 09:39:50,MACH000009,57.7,1.866,7.68
2025-04-19 08:41:48,MACH000006,52.44,1.761,7.7
2025-03-24 01:35:25,MACH000002,54.08,1.703,9.29
2025-05-20 13:03:55,MACH000009,54.22,1.996,8.62
2025-02-26 16:03:18,MACH000005,59.46,2.019,9.51
2025-11-11 19:05:18,MACH000006,53.06,1.619,7.49
2025-07-19 14:44:32,MACH000001,46.76,1.611,9.37
2025-10-04 22:59:02,MACH000002,51.13,1.971,8.66
2025-12-03 23:00:50,MACH000001,62.78,2.289,8.17
2025-10-19 19:51:32,MACH000004,48.39,1.584,9.17
2025-11-04 14:16:09,MACH000002,47.48,1.379,7.53
2025-07-04 01:47:48,MACH000001,58.24,2.057,7.73
2025-09-29 00:45:11,MACH000003,57.76,1.838,8.87
2025-06-03 09:28:38,MACH000004,53.53,1.974,7.1
2025-06-25 21:25:26,MACH000004,57.11,2.076,8.68
2025-09-23 10:09:57,MACH000003,53.24,1.821,9.43
2025-12-13 04:14:46,MACH000002,51.11,1.896,8.87
2025-05-09 19:35:41,MACH000008,61.8,2.648,8.42
2025-09-13 17:53:58,MACH000010,52.32,1.59,8.54
2025-08-10 04:56:46,MACH000002,49.6,1.816,7.68
2025-09-29 10:12:20,MACH000005,48.26,1.541,7.55
2025-06-26 09:59:00,MACH000007,60.24,2.206,8.47
2025-05-28 01:46:43,MACH000009,55.69,2.272,7.68
2025-02-03 23:29:23,MACH000003,58.36,2.093,7.96
2025-01-07 11:36:20,MACH000001,62.44,2.43,7.72
2025-09-26 08:18:33,MACH000009,52.96,1.872,9.19
2025-07-19 01:45:44,MACH000001,63.48,2.613,8.64
2025-06-09 23:22:05,MACH000008,54.51,1.886,9.29
2025-09-29 06:21:46,MACH000002,55.3,1.924,7.09
2025-02-07 23:38:19,MACH000007,60.59,2.738,8.3
2025-10-10 18:54:39,MACH000003,55.16,1.949,9.32
2025-03-14 15:59:17,MACH000006,58.35,1.735,9.44
2025-04-09 04:47:35,MACH000006,53.08,1.73,7.85
2025-05-29 00:14:32,MACH000004,56.6,2.116,8.25
2025-08-18 23:10:35,MACH000008,60.6,2.399,8.1
2025-05-15 13:13:01,MACH000005,57.4,2.478,8.17
2025-10-22 21:12:51,MACH000007,53.35,1.738,8.86
2025-12-15 17:43:55,MACH000005,55.32,1.909,7.6
2025-10-29 15:52:28,MACH000004,53.38,2.145,9.07
2025-12-04 13:21:10,MACH000006,54.69,2.421,7.39
2025-01-15 13:17:40,MACH000003,61.03,2.285,8.55
2025-06-01 15:24:51,MACH000006,55.53,1.814,9.59
2025-12-25 03:45:31,MACH000006,58.44,2.298,8.77
2025-10-26 13:02:26,MACH000006,57.0,1.779,8.99
2025-10-22 10:45:52,MACH000003,60.2,2.308,7.79
2025-07-03 22:40:06,MACH000008,50.82,1.748,8.56
2025-01-20 17:54:16,MACH000004,55.83,2.224,8.18
2025-10-11 16:44:17,MACH000002,62.43,2.23,8.7
2025-11-13 13:17:51,MACH000007,52.37,1.768,7.94
2025-02-15 17:18:30,MACH000008,63.75,2.782,9.31
2025-12-28 00:27:13,MACH000004,51.62,1.704,8.68
2025-06-23 11:13:16,MACH000006,53.91,1.862,8.8
2025-05-26 04:12:12,MACH000008,58.23,2.056,8.77
2025-11-22 23:11:30,MACH000005,55.61,1.816,8.58
2025-05-05 23:43:40,MACH000009,46.92,1.634,8.91
2025-12-21 02:45:29,MACH000006,56.64,1.93,7.51
2025-04-18 08:42:05,MACH000006,55.54,1.675,9.3
2025-10-18 05:08:59,MACH000002,52.83,1.688,9.12
2025-04-08 12:04:41,MACH000007,53.99,1.703,8.05
2025-04-15 18:30:58,MACH000009,46.75,1.958,8.01
2025-07-27 00:18:35,MACH000005,52.81,1.852,8.22
2025-05-29 11:12:28,MACH000005,57.92,2.322,8.64
2025-04-26 03:38:45,MACH000005,55.69,1.853,7.54
2025-11-01 06:11:14,MACH000001,59.05,2.296,8.03
2025-03-23 02:01:00,MACH000005,62.44,2.467,7.74
2025-08-02 02:43:04,MACH000010,51.7,1.353,9.55
2025-07-22 12:21:21,MACH000008,51.44,1.632,8.91
2025-01-26 11:22:30,MACH000003,58.8,1.956,8.41
2025-08-20 09:06:29,MACH000009,54.38,1.684,8.08
2025-07-28 03:41:33,MACH000009,54.27,1.924,7.92
